h3Index,lat,lon,parent_data_points,client_server_distance_km
841f1a7ffffffff,50.768143,12.447963,652732.0,158.95731195498234
841f1a9ffffffff,51.485666,12.141138,652732.0,143.91539011808507
841f1abffffffff,51.405808,12.758627,652732.0,131.56843641908736
841f1adffffffff,51.206072,11.680896,652732.0,188.0367654805897
841f1b1ffffffff,51.235487,13.993375,652732.0,131.16656262971256
841f1b3ffffffff,51.145017,14.610347,652732.0,118.34365573406669
841f1b5ffffffff,50.96147,13.524193,652732.0,116.04506191900187
841f1b7ffffffff,50.872908,14.138405,652732.0,89.59942077326086
841f1b9ffffffff,51.595797,13.846896,652732.0,107.11516323150902
841f1bbffffffff,51.506948,14.466998,652732.0,134.05510406619263
841f1bdffffffff,51.322416,13.376087,652732.0,133.1800230739809
841f1c1ffffffff,52.819978,12.1389,652732.0,91.65545659455316
841f1c3ffffffff,52.743284,12.768752,652732.0,49.60030024257207
841f1c5ffffffff,52.544703,11.669501,652732.0,117.42081461030284
841f1c7ffffffff,52.469911,12.296142,652732.0,75.2741052784707
841f1c9ffffffff,53.167709,11.980085,652732.0,119.76800361080845
841f1cbffffffff,53.092709,12.613089,652732.0,82.99887988613187
841f1cdffffffff,52.893066,11.509168,652732.0,124.21619268746494
841f1d1ffffffff,52.931802,13.878959,652732.0,55.81633022986315
841f1d3ffffffff,52.84588,14.511516,652732.0,82.92423029484449
841f1d5ffffffff,52.662975,13.398571,652732.0,15.90402502535362
841f1d7ffffffff,52.579045,14.028206,652732.0,42.64629303904408
841f1d9ffffffff,53.282235,13.728186,652732.0,87.48444427738622
841f1dbffffffff,53.197959,14.364027,652732.0,99.13741102938988
841f1ddffffffff,53.014076,13.246099,652732.0,55.969217484788885
841f1e1ffffffff,51.915627,11.3651,652732.0,154.35669082814456
841f1e3ffffffff,51.840991,11.985466,652732.0,122.74903979180688
841f1e5ffffffff,51.634823,10.906648,652732.0,197.0604741327552
841f1e7ffffffff,51.562001,11.523764,652732.0,167.03251766001694
841f1e9ffffffff,52.266937,11.204882,652732.0,151.9116499566515
841f1ebffffffff,52.194008,11.828261,652732.0,113.04447253947001
841f1edffffffff,51.986732,10.745031,652732.0,180.90710349190996
841f981ffffffff,45.393601,8.065292,323622.0,46.377393968105196
